url,judul,narasi,label,clean_text
https://www.antaranews.com/berita/5272973/anggota-dpr-minta-polisi-ungkap-dalang-perusakan-kebun-teh-pangalengan,Anggota DPR minta polisi ungkap dalang perusakan Kebun Teh Pangalengan,"Jakarta (ANTARA) - Anggota Komisi IV DPR RI Rajiv meminta aparat kepolisian mengusut tuntas kasus perusakan kebun teh milik PTPN I Regional II Malabar di Kecamatan Pangalengan, Kabupaten Bandung. Ia menegaskan bahwa penyidikan tidak boleh berhenti pada pelaku lapangan, tetapi harus menelusuri pihak-pihak yang diduga menjadi bohir atau aktor intelektual di balik rangkaian perusakan tersebut. “Kerusakan belasan hektare ini bukan pekerjaan kecil. Ada pola, ada pendanaan, dan jelas ada kepentingan. Saya minta polisi mengungkap siapa dalangnya,” kata Rajiv dalam keterangannya di Jakarta, Jumat. Pernyataan tegas tersebut ia sampaikan setelah menerima laporan olah tempat kejadian perkara (TKP) yang dilakukan pada Kamis, (27/11) di Desa Margamulya, Kecamatan Pangalengan. Tim gabungan dari Polresta Bandung dan Polsek Pangalengan mengecek langsung lokasi perkebunan teh yang rusak.",0,"anggota komisi iv dpr ri rajiv meminta aparat kepolisian mengusut tuntas kasus perusakan kebun teh milik ptpn i regional ii malabar di kecamatan pangalengan, kabupaten bandung. ia menegaskan bahwa penyidikan tidak boleh berhenti pada pelaku lapangan, tetapi harus menelusuri pihak-pihak yang diduga menjadi bohir atau aktor intelektual di balik rangkaian perusakan tersebut. “kerusakan belasan hektare ini bukan pekerjaan kecil. ada pola, ada pendanaan, dan jelas ada kepentingan. saya minta polisi mengungkap siapa dalangnya,” kata rajiv dalam keterangannya di jakarta, jumat. pernyataan tegas tersebut ia sampaikan setelah menerima laporan olah tempat kejadian perkara (tkp) yang dilakukan pada kamis, (27/11) di desa margamulya, kecamatan pangalengan. tim gabungan dari polresta bandung dan polsek pangalengan mengecek langsung lokasi perkebunan teh yang rusak."
https://www.antaranews.com/berita/5271789/bskdn-kepentingan-umum-harus-jadi-orientasi-utama-inovasi-daerah?utm_source=antaranews&utm_medium=desktop&utm_campaign=top_news,BSKDN: Kepentingan umum harus jadi orientasi utama inovasi daerah,"Jakarta (ANTARA) - Badan Strategi Kebijakan Dalam Negeri (BSKDN) Kementerian Dalam Negeri (Kemendagri) menegaskan inovasi daerah harus dibangun di atas prinsip akuntabilitas, efektivitas, serta berorientasi pada kepentingan umum, sehingga mampu memberikan manfaat nyata bagi masyarakat. ""Prinsip inovasi itu tidak menimbulkan konflik kepentingan, lalu yang berikutnya berkaitan dengan berorientasi kepada kepentingan umum, dilakukan secara terbuka, memenuhi nilai kepatutan dan dapat dipertanggungjawabkan,"" kata Kepala BSKDN Yusharto Huntoyungo dalam keterangannya di Jakarta, Kamis. Hal itu disampaikan Yusharto saat menjadi narasumber dalam kegiatan Webinar Diskusi dan Evaluasi Inovasi yang dilaksanakan oleh Pemerintah Provinsi (Pemprov) Jambi secara virtual, Kamis.",0,"badan strategi kebijakan dalam negeri (bskdn) kementerian dalam negeri (kemendagri) menegaskan inovasi daerah harus dibangun di atas prinsip akuntabilitas, efektivitas, serta berorientasi pada kepentingan umum, sehingga mampu memberikan manfaat nyata bagi masyarakat. ""prinsip inovasi itu tidak menimbulkan konflik kepentingan, lalu yang berikutnya berkaitan dengan berorientasi kepada kepentingan umum, dilakukan secara terbuka, memenuhi nilai kepatutan dan dapat dipertanggungjawabkan,"" kata kepala bskdn yusharto huntoyungo dalam keterangannya di jakarta, kamis. hal itu disampaikan yusharto saat menjadi narasumber dalam kegiatan webinar diskusi dan evaluasi inovasi yang dilaksanakan oleh pemerintah provinsi (pemprov) jambi secara virtual, kamis."
https://www.antaranews.com/berita/5271561/seskab-prabowo-minta-respons-cepat-dan-bantuan-ke-wilayah-bencana?utm_source=antaranews&utm_medium=desktop&utm_campaign=top_news,Seskab: Prabowo minta respons cepat dan bantuan ke wilayah bencana,"Jakarta (ANTARA) - Sekretaris Kabinet (Seskab) Teddy Indra Wijaya menyampaikan Presiden Prabowo Subianto menginstruksikan agar seluruh sektor bergerak cepat dalam respons penanganan korban terdampak bencana dan bantuan ke wilayah bencana di Aceh, Sumatera Utara dan Sumatera Barat. ""Salah satu pokok pembahasan penting adalah instruksi Presiden agar seluruh sektor terus bergerak cepat dalam mengevakuasi korban terdampak bencana di Aceh, Sumatera Utara dan Sumatera Barat serta memastikan bantuan terus-menerus dikirimkan ke lokasi-lokasi terdalam,"" ujar Teddy dalam pertemuan bersama 20 anggota Kabinet Merah Putih di Istana Merdeka, Jakarta, Kamis.",0,"sekretaris kabinet (seskab) teddy indra wijaya menyampaikan presiden prabowo subianto menginstruksikan agar seluruh sektor bergerak cepat dalam respons penanganan korban terdampak bencana dan bantuan ke wilayah bencana di aceh, sumatera utara dan sumatera barat. ""salah satu pokok pembahasan penting adalah instruksi presiden agar seluruh sektor terus bergerak cepat dalam mengevakuasi korban terdampak bencana di aceh, sumatera utara dan sumatera barat serta memastikan bantuan terus-menerus dikirimkan ke lokasi-lokasi terdalam,"" ujar teddy dalam pertemuan bersama 20 anggota kabinet merah putih di istana merdeka, jakarta, kamis."
https://www.antaranews.com/berita/5271817/ekonom-golkar-nilai-kebijakan-plts-satu-desa-satu-mw-bermanfaat-ganda,Ekonom Golkar nilai kebijakan PLTS satu desa satu MW bermanfaat ganda,"Jakarta (ANTARA) - Ekonom Partai Golkar Abdul Rahman Farisi memandang kebijakan pembangunan pembangkit listrik tenaga surya (PLTS) dengan skema satu desa, satu megawatt (MW) mempunyai manfaat ganda. “Pertama, pemerataan energi listrik di seluruh Indonesia. Kedua, mendorong terciptanya kutub-kutub pertumbuhan ekonomi baru di desa,” ujar Abdul dalam keterangan yang dikonfirmasi di Jakarta, Kamis. Dia mengatakan pemerataan energi listrik akan berdampak terhadap kualitas pelayanan publik, serta meningkatkan taraf hidup hingga memperbaiki kesejahteraan masyarakat. Menurut dia, hal tersebut dapat terjadi karena layanan listrik yang hanya dinikmati di perkotaan, kemudian akan menjangkau masyarakat desa.",0,"ekonom partai golkar abdul rahman farisi memandang kebijakan pembangunan pembangkit listrik tenaga surya (plts) dengan skema satu desa, satu megawatt (mw) mempunyai manfaat ganda. “pertama, pemerataan energi listrik di seluruh indonesia. kedua, mendorong terciptanya kutub-kutub pertumbuhan ekonomi baru di desa,” ujar abdul dalam keterangan yang dikonfirmasi di jakarta, kamis. dia mengatakan pemerataan energi listrik akan berdampak terhadap kualitas pelayanan publik, serta meningkatkan taraf hidup hingga memperbaiki kesejahteraan masyarakat. menurut dia, hal tersebut dapat terjadi karena layanan listrik yang hanya dinikmati di perkotaan, kemudian akan menjangkau masyarakat desa."
https://www.antaranews.com/berita/5272929/wamendagri-bangun-layanan-publik-sesuai-kebutuhan-masyarakat,Wamendagri: Bangun layanan publik sesuai kebutuhan masyarakat,"Jakarta (ANTARA) - Wakil Menteri Dalam Negeri (Wamendagri) Bima Arya Sugiarto mendorong para kepala daerah untuk membangun ekosistem layanan publik yang berorientasi pada kebutuhan masyarakat. ""Wali kota, bupati, dan gubernur perlu benar-benar mengetahui apa yang diinginkan masyarakat sebelum menetapkan kebijakan,"" kata Bima dalam keterangannya di Jakarta, Jumat Bima menjelaskan bahwa survei merupakan metode paling efektif untuk membaca opini publik. Oleh karena itu, setiap calon kepala daerah idealnya melakukan survei melalui lembaga yang kredibel. Meski demikian, ia menyayangkan bahwa tidak semua kepala daerah mampu memanfaatkan hasil survei secara tepat. Sebagian besar kepala daerah hanya mengambil catatan dari faktor elektabilitas saja. Bima menuturkan pengalamannya ketika menjabat sebagai Wali Kota Bogor.",0,"wakil menteri dalam negeri (wamendagri) bima arya sugiarto mendorong para kepala daerah untuk membangun ekosistem layanan publik yang berorientasi pada kebutuhan masyarakat. ""wali kota, bupati, dan gubernur perlu benar-benar mengetahui apa yang diinginkan masyarakat sebelum menetapkan kebijakan,"" kata bima dalam keterangannya di jakarta, jumat bima menjelaskan bahwa survei merupakan metode paling efektif untuk membaca opini publik. oleh karena itu, setiap calon kepala daerah idealnya melakukan survei melalui lembaga yang kredibel. meski demikian, ia menyayangkan bahwa tidak semua kepala daerah mampu memanfaatkan hasil survei secara tepat. sebagian besar kepala daerah hanya mengambil catatan dari faktor elektabilitas saja. bima menuturkan pengalamannya ketika menjabat sebagai wali kota bogor."
https://www.antaranews.com/berita/5271829/raih-nilai-tinggi-dari-kip-golkar-tegaskan-komitmen-partai-terbuka,"Raih nilai tinggi dari KIP, Golkar tegaskan komitmen partai terbuka","Jakarta (ANTARA) - Sekretaris Jenderal DPP Partai Golkar Muhammad Sarmuji menegaskan komitmen partainya menjadi partai yang terbuka usai menjadi salah satu badan publik dengan nilai tertinggi terkait dengan keterbukaan publik, yakni sebesar 98,6, dari Komisi Informasi Pusat (KIP). “Apa yang ditanyakan oleh masyarakat kepada kami, pasti akan kami jawab. Kami juga memberikan tempat yang cukup nyaman di depan, beserta ekosistem pendukungnya,” ujar Sarmuji dalam keterangan yang dikonfirmasi di Jakarta, Kamis. Oleh sebab itu, dia meyakinkan masyarakat bila mencari data ke Partai Golkar, maka hal tersebut sudah relatif tersedia karena didukung ekosistem yang mendukung. Sementara itu, dia memandang penilaian dari KIP tersebut menunjukkan Partai Golkar sudah lebih baik dalam aspek keterbukaan informasi publik.",0,"sekretaris jenderal dpp partai golkar muhammad sarmuji menegaskan komitmen partainya menjadi partai yang terbuka usai menjadi salah satu badan publik dengan nilai tertinggi terkait dengan keterbukaan publik, yakni sebesar 98,6, dari komisi informasi pusat (kip). “apa yang ditanyakan oleh masyarakat kepada kami, pasti akan kami jawab. kami juga memberikan tempat yang cukup nyaman di depan, beserta ekosistem pendukungnya,” ujar sarmuji dalam keterangan yang dikonfirmasi di jakarta, kamis. oleh sebab itu, dia meyakinkan masyarakat bila mencari data ke partai golkar, maka hal tersebut sudah relatif tersedia karena didukung ekosistem yang mendukung. sementara itu, dia memandang penilaian dari kip tersebut menunjukkan partai golkar sudah lebih baik dalam aspek keterbukaan informasi publik."
https://www.antaranews.com/berita/5273185/tni-al-tangkap-kapal-pembawa-nikel-ilegal-di-sulawesi-tenggara,TNI AL tangkap kapal pembawa nikel ilegal di Sulawesi Tenggara,"Jakarta (ANTARA) - TNI AL kerahkan KRI Pari-849 menangkap kapal yang diduga mengangkut ore nikel ilegal di wilayah perairan Sulawesi Tenggara. Kamis (27/11). Dalam siaran pers resmi TNI AL yang diterima di Jakarta, Jumat, dijelaskan bahwa peristiwa penangkapan berawal ketika KRI Pari-849 menerima informasi intelijen mengenai adanya kegiatan pengiriman ore nikel ilegal dari wilayah Konawe, Rabu (26/11). ""Berdasarkan informasi tersebut, KRI Pari-849 segera melaksanakan upaya penyekatan di sekitar Perairan Sulawesi Tenggara sebagai langkah pencegahan,"" kata Kepala Dinas Penerangan TNI AL Laksamana Pertama TNI Tunggul saat dikonfirmasi ANTARA di Jakarta, Jumat. Di tengah-tengah proses penyekatan dan pengawasan laut, petugas mendeteksi satu unit Tug Boat dan Tongkang yang sedang berlayar dari Jetty Cinta Jaya menuju Jetty PT GPS Obo, Halmahera Selatan.",0,"tni al kerahkan kri pari-849 menangkap kapal yang diduga mengangkut ore nikel ilegal di wilayah perairan sulawesi tenggara. kamis (27/11). dalam siaran pers resmi tni al yang diterima di jakarta, jumat, dijelaskan bahwa peristiwa penangkapan berawal ketika kri pari-849 menerima informasi intelijen mengenai adanya kegiatan pengiriman ore nikel ilegal dari wilayah konawe, rabu (26/11). ""berdasarkan informasi tersebut, kri pari-849 segera melaksanakan upaya penyekatan di sekitar perairan sulawesi tenggara sebagai langkah pencegahan,"" kata kepala dinas penerangan tni al laksamana pertama tni tunggul saat dikonfirmasi antara di jakarta, jumat. di tengah-tengah proses penyekatan dan pengawasan laut, petugas mendeteksi satu unit tug boat dan tongkang yang sedang berlayar dari jetty cinta jaya menuju jetty pt gps obo, halmahera selatan."
https://www.antaranews.com/berita/5272401/politik-kemarin-kunjungan-ratu-maxima-hingga-prabowo-panggil-bahlil,"Politik Kemarin, kunjungan Ratu Maxima hingga Prabowo panggil Bahlil","Jakarta (ANTARA) - Berbagai berita politik telah diwartakan Kantor Berita ANTARA pada Kamis (27/11), mulai dari kunjungan Ratu Máxima di Jakarta hingga Presiden Prabowo Subianto memanggil Menteri ESDM Bahlil Lahadalia dan Menteri Keuangan Purbaya Yudhi Sadewa. Berikut rangkuman berita politik kemarin untuk kembali Anda simak. 1. Simbol persahabatan, Prabowo-Ratu Maxima bertukar cendera mata Suasana hangat terlihat ketika Presiden Republik Indonesia Prabowo Subianto bertukar cendera mata dengan Ratu Máxima usai pertemuan bilateral di Istana Negara, Jakarta, Kamis (27/11), menjadi simbol persahabatan sekaligus apresiasi budaya antara Indonesia dan Belanda.",0,"berbagai berita politik telah diwartakan kantor berita antara pada kamis (27/11), mulai dari kunjungan ratu máxima di jakarta hingga presiden prabowo subianto memanggil menteri esdm bahlil lahadalia dan menteri keuangan purbaya yudhi sadewa. berikut rangkuman berita politik kemarin untuk kembali anda simak. 1. simbol persahabatan, prabowo-ratu maxima bertukar cendera mata suasana hangat terlihat ketika presiden republik indonesia prabowo subianto bertukar cendera mata dengan ratu máxima usai pertemuan bilateral di istana negara, jakarta, kamis (27/11), menjadi simbol persahabatan sekaligus apresiasi budaya antara indonesia dan belanda."
https://www.antaranews.com/berita/5272401/politik-kemarin-kunjungan-ratu-maxima-hingga-prabowo-panggil-bahlil?utm_source=antaranews&utm_medium=desktop&utm_campaign=top_news,"Politik Kemarin, kunjungan Ratu Maxima hingga Prabowo panggil Bahlil","Jakarta (ANTARA) - Berbagai berita politik telah diwartakan Kantor Berita ANTARA pada Kamis (27/11), mulai dari kunjungan Ratu Máxima di Jakarta hingga Presiden Prabowo Subianto memanggil Menteri ESDM Bahlil Lahadalia dan Menteri Keuangan Purbaya Yudhi Sadewa. Berikut rangkuman berita politik kemarin untuk kembali Anda simak. 1. Simbol persahabatan, Prabowo-Ratu Maxima bertukar cendera mata Suasana hangat terlihat ketika Presiden Republik Indonesia Prabowo Subianto bertukar cendera mata dengan Ratu Máxima usai pertemuan bilateral di Istana Negara, Jakarta, Kamis (27/11), menjadi simbol persahabatan sekaligus apresiasi budaya antara Indonesia dan Belanda.",0,"berbagai berita politik telah diwartakan kantor berita antara pada kamis (27/11), mulai dari kunjungan ratu máxima di jakarta hingga presiden prabowo subianto memanggil menteri esdm bahlil lahadalia dan menteri keuangan purbaya yudhi sadewa. berikut rangkuman berita politik kemarin untuk kembali anda simak. 1. simbol persahabatan, prabowo-ratu maxima bertukar cendera mata suasana hangat terlihat ketika presiden republik indonesia prabowo subianto bertukar cendera mata dengan ratu máxima usai pertemuan bilateral di istana negara, jakarta, kamis (27/11), menjadi simbol persahabatan sekaligus apresiasi budaya antara indonesia dan belanda."
https://www.antaranews.com/berita/5273097/satgas-yonif-511-dy-bangun-fasilitas-umum-untuk-jemaat-gereja-dabra,Satgas Yonif 511/DY bangun fasilitas umum untuk jemaat Gereja Dabra,"Jayapura (ANTARA) - Prajurit yang tergabung dalam Satgas Yonif 511/DY melaksanakan program pembinaan teritorial dengan membangun fasilitas umum berupa MCK untuk jemaat Gereja Domine Eduard Kututung Dabra II, Distrik Dabra, Kabupaten Mamberamo Raya, Papua. Kegiatan teritorial yang dilakukan prajurit bersama warga di Dabra itu merupakan karya bhakti sekaligus wujud kepedulian TNI-AD kepada masyarakat. Wakil Komandan Pos (Wadanpos) Dabra, Lettu Ckm Lasianto di Dabra, Jumat, mengatakan kegiatan yang menjadi bagian dari program pembinaan teritorial (binter) itu bertujuan agar warga mudah mendapatkan tempat untuk melakukan mandi,cuci serta kakus (MCK). Dengan tersedianya MCK diharapkan dapat memudahkan masyarakat yang ingin mempergunakannya, terutama ketika beraktivitas di gereja.",0,"prajurit yang tergabung dalam satgas yonif 511/dy melaksanakan program pembinaan teritorial dengan membangun fasilitas umum berupa mck untuk jemaat gereja domine eduard kututung dabra ii, distrik dabra, kabupaten mamberamo raya, papua. kegiatan teritorial yang dilakukan prajurit bersama warga di dabra itu merupakan karya bhakti sekaligus wujud kepedulian tni-ad kepada masyarakat. wakil komandan pos (wadanpos) dabra, lettu ckm lasianto di dabra, jumat, mengatakan kegiatan yang menjadi bagian dari program pembinaan teritorial (binter) itu bertujuan agar warga mudah mendapatkan tempat untuk melakukan mandi,cuci serta kakus (mck). dengan tersedianya mck diharapkan dapat memudahkan masyarakat yang ingin mempergunakannya, terutama ketika beraktivitas di gereja."
